Categoria,nome,precoMaximo,percentualDesconto,quantidadeDisponivel,precoComDesconto,pesoEmGramas,foraDeEstoque,quantidade
Essenciais de Cozinha,Everest Cha Masala,5500,9,2,5000,50,FALSE,50
Essenciais de Cozinha,Ching's Paneer Pimenta Masala,4400,0,4,4400,60,FALSE,60
Essenciais de Cozinha,Sunfeast YiPPee! Magico Masala Macarrao instantaneo,7000,10,3,6300,405,FALSE,405
Essenciais de Cozinha,Everest Carne Masala Em po,7400,9,3,6700,100,FALSE,100
Essenciais de Cozinha,Pillsbury Farinha de trigo integral Com Multigrains Trigo Graos,29500,16,6,24500,5000,FALSE,5
Essenciais de Cozinha,Mother's Receita Tamarindo Pasta,5000,2,6,4900,200,FALSE,200
Essenciais de Cozinha,Quaker Aveia Cafe da manha Cereais - Com Sabor Mistura Nutritious Rico Source De Energia,4900,8,6,4500,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Cloves (Lavang),7500,17,6,6200,50,FALSE,50
Essenciais de Cozinha,Sunfeast Yippee! Poder Para cima Farinha de trigo integral Macarrao instantaneo,9600,15,6,8100,280,FALSE,280
Essenciais de Cozinha,Suhana Paneer Tikka Masala Mistura,4000,5,6,3800,50,FALSE,50
Essenciais de Cozinha,24 Mantra Acafrao da terra Em po,3500,2,6,3400,100,FALSE,100
Essenciais de Cozinha,24 Mantra Super Grao Quinoa,19000,0,4,19000,500,FALSE,500
Essenciais de Cozinha,Everest Em po - Ovo Curry Masala,4000,2,6,3900,50,FALSE,50
Essenciais de Cozinha,Popular Essenciais Pe Shah Cominho ,6000,15,6,5100,50,FALSE,50
Essenciais de Cozinha,24 Mantra Organico Sattu Farinha de trigo integral,9500,0,6,9500,500,FALSE,500
Essenciais de Cozinha,Smith & Jones Macarrao Masala,4600,0,6,4600,54,FALSE,54
Essenciais de Cozinha,Weikfield Baunilha Custard Em po,14200,9,3,12800,500,FALSE,500
Essenciais de Cozinha,Sem acucar Natura Baixo Caloria Adocante ,30000,10,3,27000,42,FALSE,42
Essenciais de Cozinha,Pillsbury Baunilha Custard Em po,3700,2,6,3600,100,FALSE,100
Essenciais de Cozinha,24 Mantra Organico Feijao vermelho,14500,0,6,14500,500,FALSE,500
Essenciais de Cozinha,Popular Essenciais Broken Wheat/Daliya,3500,2,6,3400,500,FALSE,500
Essenciais de Cozinha,Zorabian Frango Smoked Ham,20500,5,1,19400,250,FALSE,250
Essenciais de Cozinha,Smith & Jones Peri Peri Masala,9900,0,6,9900,75,FALSE,75
Essenciais de Cozinha,Saffola Vegetal Toque Masala Aveia,19500,12,2,17100,500,FALSE,500
Essenciais de Cozinha,Popular Essenciais Urad Lentilha Partido (Un-Polished),8500,9,5,7700,500,FALSE,500
Essenciais de Cozinha,Weikfield Baking Em po,2200,0,6,2200,50,FALSE,50
Essenciais de Cozinha,Popular Essenciais Bajra Integral,6500,13,6,5600,1000,FALSE,1
Essenciais de Cozinha,Weikfield Vegetariano Geleia Cristais - Morango,4500,2,6,4400,90,FALSE,90
Essenciais de Cozinha,Weikfield Vegetariano Geleia Cristais - Raspberry,4500,2,6,4400,90,FALSE,90
Essenciais de Cozinha,Popular Essenciais Lentilha vermelha Lentilha Partido (Un-Polished),7000,10,4,6300,500,FALSE,500
Essenciais de Cozinha,Popular Essenciais Ajwain Integral,5000,12,2,4400,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Pistache Salgado (With Shell),47000,21,5,37100,250,FALSE,250
Essenciais de Cozinha,Assar Loja Pao Crumbs,5000,6,3,4700,400,FALSE,400
Essenciais de Cozinha,Popular Essenciais Horse Grama,4000,10,4,3600,500,FALSE,500
Essenciais de Cozinha,Hershey's Chocolate Xarope,9500,0,4,9500,200,FALSE,200
Essenciais de Cozinha,Godrej Yummiez Pimenta Frango Linguicas ,16000,10,3,14400,250,FALSE,250
Essenciais de Cozinha,Everest Kasuri Feno-grego,2500,0,6,2500,25,FALSE,25
Essenciais de Cozinha,Satyam Makhana,20800,0,6,20800,100,FALSE,100
Essenciais de Cozinha,Everest Tandoori Frango Masala,3900,2,5,3800,50,FALSE,50
Essenciais de Cozinha,Weikfield Falooda Mistura - Kesar Pistache,4900,2,3,4800,200,FALSE,200
Essenciais de Cozinha,Weikfield Cacau Em po,7000,7,6,6500,50,FALSE,50
Essenciais de Cozinha,Pantai Coco Creme,15000,4,4,14300,400,FALSE,400
Essenciais de Cozinha,Popular Essenciais Coentro Sementes,1500,0,5,1500,50,FALSE,50
Essenciais de Cozinha,Ching's Singapura Curry Instantaneo Macarrao instantaneo,6000,0,4,6000,240,FALSE,240
Essenciais de Cozinha,Eastern Peixe Masala,4800,2,5,4700,100,FALSE,100
Essenciais de Cozinha,Pillsbury Atta/Godihittu - Chakki Fresco,27500,0,6,27500,5000,FALSE,5
Essenciais de Cozinha,"Oleev Smart Oleo Fortificado com VIT A, D, E & K (Pouch)",21500,9,4,19400,1000,FALSE,1
Essenciais de Cozinha,Everest Seco Gengibre Em po,7500,9,4,6800,100,FALSE,100
Essenciais de Cozinha,Pillsbury Cooker Bolo Mistura - Choco,10000,11,6,8900,159,FALSE,159
Essenciais de Cozinha,Hersheys Chocolate Amendoa Xarope,20000,0,2,20000,450,FALSE,450
Essenciais de Cozinha,Satyam Nighties Temperos Pimenta Pandi,5600,7,5,5200,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Popular Essential Pistache Salgado (With Shell),19000,10,6,17100,100,FALSE,100
Essenciais de Cozinha,Godrej Yummiez Frango Punjabi Tikka ,29500,9,6,26600,360,FALSE,360
Essenciais de Cozinha,Popular Essenciais Rozana Sona Masuri Verde Arroz,35000,10,5,31200,5000,FALSE,5
Essenciais de Cozinha,24 Mantra Mostarda Oleo (Cold Pressed) ,35000,10,6,31200,1000,FALSE,1
Essenciais de Cozinha,24 Mantra Organico Preto Pimentao,17000,7,6,15700,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Verde Feijao mungo Integral,9000,16,3,7500,500,FALSE,500
Essenciais de Cozinha,24 Mantra Organico Lentilha vermelha Lentilha - Partido,9500,7,6,8800,500,FALSE,500
Essenciais de Cozinha,Praakritik Organico Natural Rock Sal,6000,6,3,5600,500,FALSE,500
Essenciais de Cozinha,24 Mantra Girassol Oleo (Cold Pressed) Estimacao Garrafa,39000,11,5,34700,1000,FALSE,1
Essenciais de Cozinha,"Ching's Segredo Instantaneo Noodles, Picante Alho",6000,0,4,6000,240,FALSE,240
Essenciais de Cozinha,Saffola Do dia a dia Peppy Tomate Masala Aveia,19500,12,6,17100,500,FALSE,500
Essenciais de Cozinha,Dabur 100% Puro Mel - Worlds No.1,43000,10,6,38700,1000,FALSE,1
Essenciais de Cozinha,Popular Essenciais Star Anise,7000,10,5,6300,25,FALSE,25
Essenciais de Cozinha,Ching's Segredo Frango 65 Masala - Frango,1000,0,5,1000,20,FALSE,20
Essenciais de Cozinha,Cadbury Cacau Em po,22300,5,6,21100,150,FALSE,150
Essenciais de Cozinha,Praakritik Natural Desi Gir Vaca A2 Ghee,145000,10,6,130500,540,FALSE,540
Essenciais de Cozinha,Praakritik Organico Poha,12000,6,5,11200,500,FALSE,500
Essenciais de Cozinha,Praakritik Organico Natural Wild Forest Mel,16000,6,4,15000,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Seco Tamaras (Kharak),14000,15,6,11800,250,FALSE,250
Essenciais de Cozinha,Popular Essenciais Kashmiri Vermelho Feijao vermelho,9500,6,4,8900,500,FALSE,500
Essenciais de Cozinha,Dabur Caseiro - Alho Pasta,5000,6,6,4700,200,FALSE,200
Essenciais de Cozinha,Dabur 100% Puro Mel,33000,10,1,29700,400,FALSE,400
Essenciais de Cozinha,Ching's Schezwan Frito Rice(Miracle Masala),4400,0,5,4400,60,FALSE,60
Essenciais de Cozinha,"Maggi Magico Cubes, Vegetariano Masala",3500,2,1,3400,40,FALSE,40
Essenciais de Cozinha,Everest Tandoori Frango Masala,7400,9,3,6700,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Vermelho Poha,4500,4,6,4300,500,FALSE,500
Essenciais de Cozinha,Everest Cozinha King Masala,14200,9,6,12800,200,FALSE,200
Essenciais de Cozinha,Pillsbury Oven Bolo Mistura - Rico Chocolate,16500,10,5,14700,285,FALSE,285
Essenciais de Cozinha,Eastern Super Garam Masala,7400,6,2,6900,200,FALSE,200
Essenciais de Cozinha,Maggi Magico Cubos Extra Frango,4000,2,6,3900,48,FALSE,48
Essenciais de Cozinha,Satyam Nighties Temperos Pimenta Kashmiri,10200,6,6,9500,100,FALSE,100
Essenciais de Cozinha,Eastern Cominho Em po,4900,2,6,4800,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Urad Gola White(Un-Polished),9000,10,6,8100,500,FALSE,500
Essenciais de Cozinha,24 Mantra Organico Grao de bico Lentilha,9500,6,5,8900,500,FALSE,500
Essenciais de Cozinha,Delicia Castanhas Castanha de caju Torrado & Salgado,42500,20,6,34000,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Mace/Javitri,9000,10,3,8100,20,FALSE,20
Essenciais de Cozinha,Dlicia Whip Topping Garrafa,23500,27,5,17100,1000,FALSE,1
Essenciais de Cozinha,Mother's Receita Pasta Gengibre & Alho,7600,10,4,6800,300,FALSE,300
Essenciais de Cozinha,24 Mantra Amendoim Oleo (Cold Pressed) Estimacao Garrafa,41000,10,6,36900,1000,FALSE,1
Essenciais de Cozinha,Satyam Pulses Masur Lentilha,8700,6,6,8100,500,FALSE,500
Essenciais de Cozinha,Delicia Castanhas Pistache Torrado & Salgado,42500,20,6,34000,200,FALSE,200
Essenciais de Cozinha,"Topo Ramen Noodles, Farinha de trigo integral",8000,0,1,8000,280,FALSE,280
Essenciais de Cozinha,Hershey's Cacau Em po,9500,0,5,9500,70,FALSE,70
Essenciais de Cozinha,Praakritik Organico Singhara Farinha de trigo integral,24000,6,4,22500,500,FALSE,500
Essenciais de Cozinha,Gits Vegetariano Biryani Pronto para Comer,11000,10,6,9900,265,FALSE,265
Essenciais de Cozinha,Delicia Castanhas Cranberries Fatiado ,29900,20,6,23900,200,FALSE,200
Essenciais de Cozinha,Borges Durum Trigo Macarrao Superior Quality,25000,40,6,14900,500,FALSE,500
Essenciais de Cozinha,Ceres Alimentos Laal Maas Instantaneo Liquido Masala,22000,50,5,11000,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Sattu Farinha de trigo integral,9000,12,3,7900,500,FALSE,500
Essenciais de Cozinha,Popular Essenciais Mostarda Sementes Rai Amarelo,2500,0,5,2500,100,FALSE,100
Essenciais de Cozinha,Praakritik Organico Extra Extra virgem Coco Oleo,15000,10,5,13400,100,FALSE,100
Essenciais de Cozinha,Praakritik Organico Alho Em po,11000,1,5,10800,100,FALSE,100
Essenciais de Cozinha,Sem acucar Ouro Baixo Caloria Adocante ,12500,5,6,11800,100,FALSE,100
Essenciais de Cozinha,Aashirvaad Cafe da manha Instantaneo Mistura - Arroz Idli,7500,30,6,5200,200,FALSE,200
Essenciais de Cozinha,Kitchens De India Ervilha Paneer,13000,4,6,12400,285,FALSE,285
Essenciais de Cozinha,Ching's Segredo Vegetariano Manchurian Masala,4400,0,6,4400,60,FALSE,60
Essenciais de Cozinha,Popular Essenciais Jowa Farinha,5000,2,5,4900,500,FALSE,500
Essenciais de Cozinha,Everest Shahi Biryani Masala,24500,0,6,24500,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Preto Gergelim,5000,6,4,4700,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Pancharatna Lentilha,8000,10,6,7200,500,FALSE,500
Essenciais de Cozinha,Saffola 100% Puro Mel,47500,8,2,43700,1000,FALSE,750
Essenciais de Cozinha,Popular Essenciais Tamarindo,15000,14,6,12800,500,FALSE,500
Essenciais de Cozinha,Gits Arroz Dosa Instantaneo Cafe da manha Mistura,6000,5,5,5700,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Poppy Sementes (Gasagase),28000,7,6,26000,100,FALSE,100
Essenciais de Cozinha,Hershey's Picante Chocolate Em po,21000,0,4,21000,250,FALSE,250
Essenciais de Cozinha,Borges Farfalle Durum Trigo Macarrao ,25000,0,5,25000,500,FALSE,500
Essenciais de Cozinha,Satyam Pimenta Bedgi,8200,10,5,7300,100,FALSE,100
Essenciais de Cozinha,Aashirvaad Instantaneo Mistura - Arroz Dosa,7500,30,6,5200,200,FALSE,200
Essenciais de Cozinha,Hershey's Cacau - Natural Sem acucar,27000,10,4,24300,225,FALSE,225
Essenciais de Cozinha,Weikfield Vegetariano Geleia Cristais - Manga,4500,2,6,4400,90,FALSE,90
Essenciais de Cozinha,Praakritik Orrganic Frio Prensado Sesame Oleo,13000,10,5,11700,100,FALSE,100
Essenciais de Cozinha,Amulya Laticinio Clareador ,38000,2,4,37200,1000,FALSE,1
Essenciais de Cozinha,ITC Mestre Chef Hyderabadi Biryani,7500,30,5,5200,80,FALSE,80
Essenciais de Cozinha,Voador Bird Manteiga Esponja Essencia,5000,2,6,4900,20,FALSE,20
Essenciais de Cozinha,Dabur Caseiro - Gengibre Pasta,5000,6,6,4700,200,FALSE,200
Essenciais de Cozinha,Popular Essenciais Verde Ervilhas (Un-Polished),12000,10,5,10800,500,FALSE,500
Essenciais de Cozinha,Quaker Aveia Sache,27600,10,6,24800,1500,FALSE,1
Essenciais de Cozinha,24 Mantra Organico Urad Branco Integral,14500,15,4,12200,500,FALSE,500
Essenciais de Cozinha,Popular Essenciais Guntur Pimenta Stemless,4000,2,2,3900,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Moth Integral,9000,10,6,8100,500,FALSE,500
Essenciais de Cozinha,Keya Pizza Tempero,10900,17,6,9000,45,FALSE,45
Essenciais de Cozinha,Keya Piri Piri | Exotic Temperos Mistura,10900,20,6,8700,80,FALSE,80
Essenciais de Cozinha,24 Mantra Organico Feijao mungo Lentilha,13500,7,6,12500,500,FALSE,500
Essenciais de Cozinha,Betty Crocker Francesa Baunilha Bolo Mistura,31000,10,6,27600,520,FALSE,520
Essenciais de Cozinha,Delicia Castanhas Dried Cranberries ,34000,20,6,27200,200,FALSE,200
Essenciais de Cozinha,Everest Kesari Leite Masala,20500,0,2,20500,50,FALSE,50
Essenciais de Cozinha,Tong Garden Salgado Cocktail Castanhas,29500,9,5,26600,160,FALSE,160
Essenciais de Cozinha,MTR Uttapam Mistura,16500,5,6,15600,500,FALSE,500
Essenciais de Cozinha,Gits Khaman Dhokla Instantaneo Lanche Mistura,6500,6,6,6100,180,FALSE,180
Essenciais de Cozinha,Happilo Premium 100% Natural Integral Cashews,33500,29,6,23500,200,FALSE,200
Essenciais de Cozinha,Everest Seco Manga Em po,8000,0,5,8000,100,FALSE,100
Essenciais de Cozinha,Dabur Caseiro - Gengibre Alho Past Tub,11000,5,6,10400,400,FALSE,400
Essenciais de Cozinha,Everest Frango Masala,14700,10,6,13200,200,FALSE,200
Essenciais de Cozinha,Gits Medu Vada Instantaneo Lanche Mistura,9000,4,6,8600,200,FALSE,200
Essenciais de Cozinha,Weikfield Drinking Chocolate Em po,6500,10,6,5800,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Regular Branco Lobia,7000,10,6,6300,500,FALSE,500
Essenciais de Cozinha,Puro Healthy Sal Crystal,13500,7,6,12500,1000,FALSE,1
Essenciais de Cozinha,Popular Essenciais Premium Cominho Arroz,14000,0,5,14000,1000,FALSE,1
Essenciais de Cozinha,Smith & Jones Shahi Paneer Masala Mistura,4400,0,6,4400,60,FALSE,60
Essenciais de Cozinha,Betty Crocker Mug Treats - Chocolate Mistura - Pacote de 4,20000,11,6,17800,264,FALSE,264
Essenciais de Cozinha,Smith & Jones Macarrao Masala,6000,10,5,5400,108,FALSE,108
Essenciais de Cozinha,Catch Preto Pimentao Sprinkler,10000,0,1,10000,50,FALSE,50
Essenciais de Cozinha,Weikfield Cooker Bolo Mistura - Chocolate,9500,6,6,8900,150,FALSE,150
Essenciais de Cozinha,ITC Mestre Chef Manteiga Frango,7500,30,6,5200,80,FALSE,80
Essenciais de Cozinha,Masala Aveia Masala & Coentro ,19500,9,5,17600,500,FALSE,500
Essenciais de Cozinha,Smith & Jones Ervilha Paneer Masala,4200,0,6,4200,60,FALSE,60
Essenciais de Cozinha,Kitchens de India Lentilha Bukhara Molho Mistura,11000,30,6,7700,285,FALSE,285
Essenciais de Cozinha,Popular Essenciais Frito Grama (Bengal Gram),7000,10,6,6300,500,FALSE,500
Essenciais de Cozinha,Gits Jalebi com Maker Dessert Mistura,7500,16,6,6300,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Soya Feijao ,8000,6,6,7500,500,FALSE,500
Essenciais de Cozinha,24 Mantra Organico Torrado Bengal Grama Lentilha,10500,7,6,9700,500,FALSE,500
Essenciais de Cozinha,Keya Italiano Tempero,10900,10,6,9800,35,FALSE,35
Essenciais de Cozinha,MTR Idli/Dosa/Chilly Chutney Em po,11500,0,3,11500,200,FALSE,200
Essenciais de Cozinha,Delicia Castanhas Trail Mistura ,39900,25,6,29900,200,FALSE,200
Essenciais de Cozinha,Praakritik Organico Chilka Feijao mungo Lentilha,12000,10,6,10800,500,FALSE,500
Essenciais de Cozinha,Smith & Jones Alho & Ervas Masala Mistura,9900,0,6,9900,75,FALSE,75
Essenciais de Cozinha,Eastern Tamarindo,6300,0,6,6300,200,FALSE,200
Essenciais de Cozinha,Tong Garden Wasabi Coated Greenpeas Tin,20000,11,6,17800,180,FALSE,180
Essenciais de Cozinha,Voador Bird Abacaxi Artifical Alimento Essencia,5000,2,6,4900,20,FALSE,20
Essenciais de Cozinha,Mother's Receita Tamarindo Pasta,5000,2,2,4900,200,FALSE,200
Essenciais de Cozinha,Japanese Escolha Udon Macarrao instantaneo,29500,9,6,26600,250,FALSE,250
Essenciais de Cozinha,Pantai Coco Leite,15000,0,4,15000,400,FALSE,400
Essenciais de Cozinha,Praakritik Organico Lentilha vermelha Lentilha,13000,10,6,11600,500,FALSE,500
Essenciais de Cozinha,Popular Essenciais Classico Sona Masuri Arroz,43000,10,6,38700,5000,FALSE,5
Essenciais de Cozinha,Popular Essenciais Salgado Murmure ,7000,18,6,5700,400,FALSE,400
Essenciais de Cozinha,Oleev Ativo Oleo (Pouch),26500,9,6,23900,1000,FALSE,1
Essenciais de Cozinha,Delicia Castanhas Dried Blueberries ,54000,20,6,43200,150,FALSE,150
Essenciais de Cozinha,Popular Essenciais Duplo Feijao Branco,6000,10,6,5400,250,FALSE,250
Essenciais de Cozinha,Delicia Castanhas Amendoa Natural ,34900,20,6,27900,200,FALSE,200
Essenciais de Cozinha,Praakritik Organico Rapadura,16000,6,6,15000,900,FALSE,900
Essenciais de Cozinha,Praakritik Organico Verde Acucar,9000,6,6,8400,500,FALSE,500
Essenciais de Cozinha,MTR Masala - Sambar Em po,11500,0,4,11500,200,FALSE,200
Essenciais de Cozinha,RRO Gergelim Dil Premium Gergelim Oleo Garrafa,17300,6,6,16200,500,FALSE,500
Essenciais de Cozinha,ITC Mestre Chef Vegetal Biryani Culinaria Pasta,7500,30,5,5200,80,FALSE,80
Essenciais de Cozinha,Jivana Rapadura,10000,0,2,10000,950,FALSE,950
Essenciais de Cozinha,Praakritik Organico Besan,17000,6,6,15900,500,FALSE,500
Essenciais de Cozinha,MTR Instantaneo Gulab Jamun Mistura,19500,9,6,17600,500,FALSE,500
Essenciais de Cozinha,Maggi Magico Cubos Extra Frango,19900,0,2,19900,240,FALSE,240
Essenciais de Cozinha,On1y Misto Ervas,9900,0,6,9900,14,FALSE,14
Essenciais de Cozinha,Popular Essenciais Urad Gola Preto (Un-Polished),8000,10,6,7200,500,FALSE,500
Essenciais de Cozinha,Gits Dessert Mistura China Grass Bombay Halwa,5500,0,4,5500,80,FALSE,80
Essenciais de Cozinha,Praakritik Organico Basmati Arroz,17000,0,5,17000,500,FALSE,500
Essenciais de Cozinha,Ceres Alimentos Nalli Nihari Instantaneo Liquido Masala,22000,50,6,11000,200,FALSE,200
Essenciais de Cozinha,Borges Canola Oleo Estimacao Garrafa,39900,0,6,39900,1000,FALSE,1
Essenciais de Cozinha,Suhana Biryani Masala,6600,0,6,6600,50,FALSE,50
Essenciais de Cozinha,On1y Preto Sal Moedor,9900,0,6,9900,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Nylon Gergelim,4000,2,6,3900,100,FALSE,100
Essenciais de Cozinha,Pillsbury Rico Choco Oven Bolo Mistura - Ovo Sem,17000,6,6,15900,270,FALSE,270
Essenciais de Cozinha,Weikfield Tomate Molho Instantaneo Macarrao,2500,0,1,2500,77,FALSE,77
Essenciais de Cozinha,Praakritik Organico Jowar Farinha de trigo integral,11000,6,6,10300,500,FALSE,500
Essenciais de Cozinha,Sem acucar Ouro Baixo Caloria Adocante ,27000,7,6,25100,50,FALSE,50
Essenciais de Cozinha,Epicurea Tailandesa Jasmim Arroz,29500,0,4,29500,500,FALSE,500
Essenciais de Cozinha,Yummiez Frango Alho Palitos Sache,25000,0,5,25000,400,FALSE,400
Essenciais de Cozinha,RRO Primio Refinado Amendoim (Jar),49000,11,6,43600,2000,FALSE,2
Essenciais de Cozinha,Praakritik Organico Tuvar Lentilha,14000,0,6,14000,500,FALSE,500
Essenciais de Cozinha,Sem acucar Ouro Baixo Caloria Adocante,18500,5,3,17500,300,FALSE,300
Essenciais de Cozinha,Cantina Feijao Mexicano Feijao,25000,14,6,21300,410,FALSE,410
Essenciais de Cozinha,Pillsbury Oven Bolo Mistura - Baunilha,17500,10,6,15600,225,FALSE,225
Essenciais de Cozinha,Hershey's Chocolate Leite Booster,20000,0,6,20000,450,FALSE,450
Essenciais de Cozinha,Popular Essenciais Byadagi Pimenta Stemless,8000,0,6,8000,100,FALSE,100
Essenciais de Cozinha,Suhana Tempero Mistura - Frango Biryani,6600,0,6,6600,50,FALSE,50
Essenciais de Cozinha,Praakritik Organico Amarelo Moon Lentilha,13500,0,6,13500,500,FALSE,500
Essenciais de Cozinha,Maggi Magico Cubos Extra Frango,19900,10,6,17900,240,FALSE,240
Essenciais de Cozinha,Dhara Filtrado Amendoim Oleo (Jar),105000,0,2,105000,5000,FALSE,5
Essenciais de Cozinha,24 Mantra Sona Masuri Marrom Arroz,47500,10,6,42300,5000,FALSE,5
Essenciais de Cozinha,24 Mantra Organico Pancharatna Lentilha - Partido,13000,7,6,12000,500,FALSE,500
Essenciais de Cozinha,24 Mantra Organico Cominho Em po,7000,0,6,7000,100,FALSE,100
Essenciais de Cozinha,Popular Essenciais Samba Broken Trigo,10000,11,6,8900,500,FALSE,500
Essenciais de Cozinha,Betty Crocker Chocolate Fudge Bolo Mistura,29500,0,6,29500,475,FALSE,475
Essenciais de Cozinha,Borges Extra Leve Oliva Oleo Garrafa ,260000,46,6,139900,2000,FALSE,2
Essenciais de Cozinha,Voador Bird Premium Laranja Artificial Alimento Essencia,6000,0,6,6000,20,FALSE,20
Essenciais de Cozinha,Popular Essenciais Vermelho Cherry/Gundu Pimenta,9500,0,6,9500,100,FALSE,100
Essenciais de Cozinha,Super Saver Kolam Arroz Sortex Limpo ,70000,10,3,63000,5000,FALSE,5
Essenciais de Cozinha,Voador Bird Alimento Essencia - Kewra,5000,0,6,5000,20,FALSE,20
Essenciais de Cozinha,MTR Vada Cafe da manha,20000,0,1,20000,500,FALSE,500
Essenciais de Cozinha,On1y Macarrao Tempero,9900,0,6,9900,30,FALSE,30
Essenciais de Cozinha,Praakritik Organico Indrayani Arroz,7000,0,6,7000,500,FALSE,500
Essenciais de Cozinha,On1y Pizza Tempero,9900,0,6,9900,28,FALSE,28
Essenciais de Cozinha,Kitchens de India Ervilha Paneer Mistura,12000,30,4,8400,285,FALSE,285
Essenciais de Cozinha,Aashirvaad Svasti Vaca Ghee Tetra Pacote,29500,0,6,29500,500,FALSE,500
Essenciais de Cozinha,Weikfield Cooker Bolo Mistura - Baunilha,9500,0,6,9500,150,FALSE,150
Essenciais de Cozinha,Praakritik Organico Kapli Trigo Farinha de trigo integral,16500,10,6,14700,1000,FALSE,1
Essenciais de Cozinha,Epicurea Sushi Arroz,29500,0,6,29500,500,FALSE,500
Essenciais de Cozinha,Sem acucar Natural Verde Stevia Folhas Zero Caloria,7500,0,2,7500,100,FALSE,100
Essenciais de Cozinha,Smith & Jones Italiano Temperos Masala Mistura,9900,0,6,9900,75,FALSE,75
Essenciais de Cozinha,Satyam Nighties Temperos Pimenta Bore,8900,10,6,8000,100,FALSE,100
Essenciais de Cozinha,Weikfield Vegetariano Geleia Cristais - Laranja,4500,2,6,4400,90,FALSE,90
Essenciais de Cozinha,Praakritik Organico Jumbo Rolled Aveia,19000,11,6,16900,500,FALSE,500
Essenciais de Cozinha,On1y Mar Sal Moedor,8900,0,6,8900,100,FALSE,100
Essenciais de Cozinha,Delicia Castanhas Berries Mistura ,39900,20,6,31900,200,FALSE,200
Essenciais de Cozinha,Everest Kesari Leite Masala,20500,0,6,20500,50,FALSE,20
Essenciais de Cozinha,Praakritik Organico Gengibre Em po,13900,10,6,12500,100,FALSE,100
Essenciais de Cozinha,Suhana Mutton Molho Mistura,4500,0,4,4500,80,FALSE,80
Essenciais de Cozinha,On1y Salada Tempero Moedor,13900,0,6,13900,45,FALSE,45
Essenciais de Cozinha,Figaro Puro Oliva Oleo,32500,8,1,29900,200,FALSE,200
